#,Date,"Full Range, μS/cm (LGR S/N: 10104851_10662795_duplicate_duplicate_21113608, SEN S/N: 10104851)","Temp, °C (LGR S/N: 10104851_10662795_duplicate_duplicate_21113608, SEN S/N: 10104851)",Specific_Conductance
161,2/11/2022 8:45,13.6,2.02,497.2
162,2/11/2022 9:00,3.1,2.13,113
163,2/11/2022 9:15,3.9,2.66,139.8
164,2/11/2022 9:30,3.1,4.14,106.2
165,2/11/2022 9:45,3.1,5.99,100.6
166,2/11/2022 10:00,3.8,8.03,116.4
167,2/11/2022 10:15,3.1,10.05,89.9
168,2/11/2022 10:30,13.4,12.12,367.9
169,2/11/2022 10:45,13.4,14.05,350.3
170,2/11/2022 11:00,1.1,15.92,27.5
171,2/11/2022 11:15,3,17.61,71.9
172,2/11/2022 11:30,3,19.1,69.5
173,2/11/2022 11:45,3,20.47,67.3
174,2/11/2022 12:00,13.3,21.75,290.1
175,2/11/2022 12:15,1.1,22.93,23.4
176,2/11/2022 12:30,13.2,24.02,274.1
177,2/11/2022 12:45,13.2,24.78,269.7
178,2/11/2022 13:00,3,25.5,60.4
179,2/11/2022 13:15,3.7,25.69,74.2
180,2/11/2022 13:30,3,24.4,61.8
181,2/11/2022 13:45,3.7,22.97,78.6
182,2/11/2022 14:00,13.3,21.93,289
183,2/11/2022 14:15,3.8,21.15,84
184,2/11/2022 14:30,3.8,20.45,85.4
185,2/11/2022 14:45,13.3,19.76,303.5
186,2/11/2022 15:00,1.1,19.22,25.4
187,2/11/2022 15:15,1.1,18.78,25.7
188,2/11/2022 15:30,13.3,18.47,312.6
189,2/11/2022 15:45,13.3,18.31,313.8
190,2/11/2022 16:00,3.8,18.23,89.8
191,2/11/2022 16:15,3,18.08,71.2
192,2/11/2022 16:30,3,17.99,71.3
193,2/11/2022 16:45,13.3,18.04,315.8
194,2/11/2022 17:00,13.3,17.79,317.7
195,2/11/2022 17:15,13.3,17.48,320.1
196,2/11/2022 17:30,13.3,17.25,321.8
197,2/11/2022 17:45,3,16.85,73.3
198,2/11/2022 18:00,3,16.58,73.8
199,2/11/2022 18:15,1.1,16.46,27.1
200,2/11/2022 18:30,13.4,16.26,332
201,2/11/2022 18:45,3.8,15.91,95
202,2/11/2022 19:00,3,15.46,75.8
203,2/11/2022 19:15,13.4,15.06,341.9
204,2/11/2022 19:30,3,14.64,77.3
205,2/11/2022 19:45,13.4,14.3,348.4
206,2/11/2022 20:00,13.4,13.98,351.2
207,2/11/2022 20:15,3,13.77,79.1
208,2/11/2022 20:30,3,13.45,79.7
209,2/11/2022 20:45,3.8,13.18,101.6
210,2/11/2022 21:00,3.8,12.83,102.6
211,2/11/2022 21:15,3,12.53,81.6
212,2/11/2022 21:30,3,12.26,82.2
213,2/11/2022 21:45,13.4,11.9,370.4
214,2/11/2022 22:00,13.4,11.57,373.6
215,2/11/2022 22:15,3.1,11.35,86.9
216,2/11/2022 22:30,13.4,11.12,378.1
217,2/11/2022 22:45,3.1,10.94,87.9
218,2/11/2022 23:00,13.5,10.71,385.1
219,2/11/2022 23:15,13.5,10.52,387
220,2/11/2022 23:30,13.5,10.45,387.8
221,2/11/2022 23:45,3.1,10.44,89.1
222,2/12/2022 0:00,13.5,10.45,387.8
223,2/12/2022 0:15,3.8,10.4,109.3
224,2/12/2022 0:30,3.1,10.4,89.2
225,2/12/2022 0:45,3.8,10.44,109.2
226,2/12/2022 1:00,3.1,10.39,89.2
227,2/12/2022 1:15,3.1,10.24,89.6
228,2/12/2022 1:30,3.8,10.03,110.4
229,2/12/2022 1:45,1.1,9.78,32.2
230,2/12/2022 2:00,1.1,9.54,32.4
231,2/12/2022 2:15,3.1,9.37,91.7
232,2/12/2022 2:30,1.1,9.1,32.8
233,2/12/2022 2:45,13.5,8.74,406.2
234,2/12/2022 3:00,3.1,8.47,94
235,2/12/2022 3:15,3.1,8.28,94.5
236,2/12/2022 3:30,3.1,8.07,95
237,2/12/2022 3:45,3.1,7.88,95.5
238,2/12/2022 4:00,13.5,7.66,418.7
239,2/12/2022 4:15,3.1,7.45,96.7
240,2/12/2022 4:30,3.1,7.21,97.4
241,2/12/2022 4:45,1.1,7.02,34.7
242,2/12/2022 5:00,3.1,6.86,98.3
243,2/12/2022 5:15,1.1,6.63,35.1
244,2/12/2022 5:30,3.1,6.37,99.7
245,2/12/2022 5:45,13.5,6.21,436.3
246,2/12/2022 6:00,13.5,6.07,438.1
247,2/12/2022 6:15,13.5,5.95,439.6
248,2/12/2022 6:30,3.1,5.85,101.2
249,2/12/2022 6:45,13.5,5.8,441.6
250,2/12/2022 7:00,13.5,5.8,441.6
251,2/12/2022 7:15,3.9,5.8,127.6
252,2/12/2022 7:30,3.1,5.84,101.3
253,2/12/2022 7:45,13.5,5.87,440.7
254,2/12/2022 8:00,3.9,6.02,126.8
255,2/12/2022 8:15,3.1,6.14,100.4
256,2/12/2022 8:30,3.9,6.25,125.9
257,2/12/2022 8:45,13.5,6.4,434.1
258,2/12/2022 9:00,13.5,6.72,430.2
259,2/12/2022 9:15,3.1,7.36,97
260,2/12/2022 9:30,13.5,8.53,408.9
261,2/12/2022 9:45,13.5,10.05,392.4
262,2/12/2022 10:00,13.4,11.73,372.5
263,2/12/2022 10:15,3,13.4,79.9
264,2/12/2022 10:30,3,15.09,76.6
265,2/12/2022 10:45,13.4,16.56,330.2
266,2/12/2022 11:00,13.3,17.99,316.8
267,2/12/2022 11:15,13.3,19.19,308.1
268,2/12/2022 11:30,3,20.41,67.6
269,2/12/2022 11:45,3,21.26,66.3
270,2/12/2022 12:00,13.3,21.47,292.7
271,2/12/2022 12:15,3,21.12,66.5
272,2/12/2022 12:30,3,21.33,66.2
273,2/12/2022 12:45,3,21.17,66.5
274,2/12/2022 13:00,13.3,21.9,289.9
275,2/12/2022 13:15,13.3,22.12,288.5
276,2/12/2022 13:30,3,21.67,65.7
277,2/12/2022 13:45,13.3,21.19,294.5
278,2/12/2022 14:00,1.1,20.65,24.7
279,2/12/2022 14:15,13.3,20.4,299.8
280,2/12/2022 14:30,1.1,20.4,24.8
281,2/12/2022 14:45,13.3,20.2,301.2
282,2/12/2022 15:00,13.3,19.99,302.7
283,2/12/2022 15:15,3.8,20.04,86.4
284,2/12/2022 15:30,3,20.16,68
285,2/12/2022 15:45,13.3,20.1,301.9
286,2/12/2022 16:00,3,19.96,68.3
287,2/12/2022 16:15,3.8,19.73,87
288,2/12/2022 16:30,3.8,19.3,87.9
289,2/12/2022 16:45,13.3,18.85,310.7
290,2/12/2022 17:00,3,18.53,70.6
291,2/12/2022 17:15,13.3,18.09,316.3
292,2/12/2022 17:30,13.3,17.68,319.4
293,2/12/2022 17:45,3,17.11,73
294,2/12/2022 18:00,3,16.52,74.1
295,2/12/2022 18:15,1.1,16.11,27.4
296,2/12/2022 18:30,3,15.5,75.9
297,2/12/2022 18:45,3,14.81,77.2
298,2/12/2022 19:00,3,14.14,78.5
299,2/12/2022 19:15,3,13.62,79.5
300,2/12/2022 19:30,13.4,13.17,359.4
301,2/12/2022 19:45,3,12.79,81.2
302,2/12/2022 20:00,3.8,12.46,103.8
303,2/12/2022 20:15,3.8,12.41,103.9
304,2/12/2022 20:30,3,12.56,81.7
305,2/12/2022 20:45,3,12.53,81.8
306,2/12/2022 21:00,3,12.53,81.8
307,2/12/2022 21:15,3.8,12.41,103.9
308,2/12/2022 21:30,3.8,12.27,104.3
309,2/12/2022 21:45,3,12.16,82.6
310,2/12/2022 22:00,3,12.05,82.8
311,2/12/2022 22:15,3,11.97,83
312,2/12/2022 22:30,13.4,11.87,371.7
313,2/12/2022 22:45,3.1,11.77,86.2
314,2/12/2022 23:00,3.8,11.72,105.8
315,2/12/2022 23:15,13.4,11.57,374.6
316,2/12/2022 23:30,13.4,11.36,376.7
317,2/12/2022 23:45,13.4,11.12,379.1
318,2/13/2022 0:00,3.1,10.86,88.3
319,2/13/2022 0:15,3.1,10.54,89.1
320,2/13/2022 0:30,13.5,10.2,391.4
321,2/13/2022 0:45,3.1,9.88,90.7
322,2/13/2022 1:00,13.5,9.53,398.5
323,2/13/2022 1:15,1.1,9.27,32.7
324,2/13/2022 1:30,13.5,9.02,404.1
325,2/13/2022 1:45,3.1,8.87,93.2
326,2/13/2022 2:00,13.5,8.72,407.5
327,2/13/2022 2:15,1.1,8.67,33.2
328,2/13/2022 2:30,3.1,8.64,93.8
329,2/13/2022 2:45,3.1,8.57,94
330,2/13/2022 3:00,3.1,8.49,94.2
331,2/13/2022 3:15,13.5,8.55,409.4
332,2/13/2022 3:30,3.1,8.77,93.5
333,2/13/2022 3:45,13.5,9.02,404.2
334,2/13/2022 4:00,3.1,9.15,92.5
335,2/13/2022 4:15,3.1,9.23,92.3
336,2/13/2022 4:30,3.1,9.25,92.2
337,2/13/2022 4:45,3.1,9.38,91.9
338,2/13/2022 5:00,13.5,9.28,401.4
339,2/13/2022 5:15,13.5,9.14,403
340,2/13/2022 5:30,3.1,9.02,92.8
341,2/13/2022 5:45,13.5,8.93,405.3
342,2/13/2022 6:00,3.1,8.82,93.3
343,2/13/2022 6:15,13.5,8.73,407.5
344,2/13/2022 6:30,13.5,8.74,407.4
345,2/13/2022 6:45,3.1,8.78,93.5
346,2/13/2022 7:00,13.5,8.75,407.3
347,2/13/2022 7:15,13.5,8.68,408.1
348,2/13/2022 7:30,3.8,8.67,114.9
349,2/13/2022 7:45,1.1,8.79,33.2
350,2/13/2022 8:00,1.1,8.94,33
351,2/13/2022 8:15,1.1,9,33
352,2/13/2022 8:30,3.1,9.02,92.9
353,2/13/2022 8:45,13.5,8.98,404.9
354,2/13/2022 9:00,1.1,8.94,33
355,2/13/2022 9:15,3.1,8.92,93.1
356,2/13/2022 9:30,1.1,8.87,33.1
357,2/13/2022 9:45,3.1,8.85,93.3
358,2/13/2022 10:00,3.1,8.78,93.5
359,2/13/2022 10:15,3.8,8.73,114.8
360,2/13/2022 10:30,1.1,8.84,33.1
361,2/13/2022 10:45,1.1,8.97,33
362,2/13/2022 11:00,3.1,9,92.9
363,2/13/2022 11:15,3.1,9.02,92.9
364,2/13/2022 11:30,3.1,9.15,92.6
365,2/13/2022 11:45,3.1,9.56,91.5
366,2/13/2022 12:00,13.5,10,394
367,2/13/2022 12:15,1.1,10.36,31.8
368,2/13/2022 12:30,1.1,10.81,31.4
369,2/13/2022 12:45,1.1,11.26,31
370,2/13/2022 13:00,13.4,11.8,372.9
371,2/13/2022 13:15,13.4,12.25,368.6
372,2/13/2022 13:30,3,12.62,81.7
373,2/13/2022 13:45,13.4,12.82,363.3
374,2/13/2022 14:00,3,12.82,81.3
375,2/13/2022 14:15,13.4,12.91,362.5
376,2/13/2022 14:30,3,13.02,80.9
377,2/13/2022 14:45,13.4,13.17,360.1
378,2/13/2022 15:00,3,13.26,80.4
379,2/13/2022 15:15,1.1,13.14,29.6
380,2/13/2022 15:30,3,13.08,80.8
381,2/13/2022 15:45,3,13.01,81
382,2/13/2022 16:00,3,12.76,81.5
383,2/13/2022 16:15,3.8,12.41,104.1
384,2/13/2022 16:30,3.8,12,105.2
385,2/13/2022 16:45,13.4,11.62,374.8
386,2/13/2022 17:00,13.4,11.32,377.8
387,2/13/2022 17:15,1.1,11.06,31.2
388,2/13/2022 17:30,3.8,10.85,108.5
389,2/13/2022 17:45,3.1,10.55,89.2
390,2/13/2022 18:00,3.8,10.16,110.5
391,2/13/2022 18:15,1.1,9.79,32.3
392,2/13/2022 18:30,1.1,9.42,32.6
393,2/13/2022 18:45,3.8,9.09,113.7
394,2/13/2022 19:00,3.1,8.84,93.4
395,2/13/2022 19:15,13.5,8.57,409.9
396,2/13/2022 19:30,13.5,8.34,412.5
397,2/13/2022 19:45,3.1,8.03,95.5
398,2/13/2022 20:00,13.5,7.71,419.8
399,2/13/2022 20:15,13.5,7.38,423.8
400,2/13/2022 20:30,13.5,7.1,427.1
401,2/13/2022 20:45,3.9,6.78,124.5
402,2/13/2022 21:00,3.1,6.52,99.7
403,2/13/2022 21:15,3.1,6.35,100.2
404,2/13/2022 21:30,3.9,6.21,126.6
405,2/13/2022 21:45,3.1,6.07,101
406,2/13/2022 22:00,13.5,5.94,441.6
407,2/13/2022 22:15,13.5,5.8,443.4
408,2/13/2022 22:30,3.1,5.61,102.4
409,2/13/2022 22:45,13.5,5.44,448.1
410,2/13/2022 23:00,3.1,5.31,103.3
411,2/13/2022 23:15,3.1,5.2,103.6
412,2/13/2022 23:30,3.1,5.16,103.8
413,2/13/2022 23:45,13.5,5.09,452.8
414,2/14/2022 0:00,3.1,4.94,104.4
415,2/14/2022 0:15,3.1,4.59,105.5
416,2/14/2022 0:30,3.1,4.44,106
417,2/14/2022 0:45,3.1,4.34,106.3
418,2/14/2022 1:00,13.6,4.25,467.7
419,2/14/2022 1:15,13.6,3.98,471.5
420,2/14/2022 1:30,13.6,3.54,477.8
421,2/14/2022 1:45,3.9,3.26,138.2
422,2/14/2022 2:00,3.1,3.22,110
423,2/14/2022 2:15,3.1,3.27,109.8
424,2/14/2022 2:30,3.1,3.03,110.6
425,2/14/2022 2:45,3.1,2.62,112
426,2/14/2022 3:00,3.1,2.18,113.6
427,2/14/2022 3:15,3.1,1.8,114.9
428,2/14/2022 3:30,13.6,1.49,509.1
429,2/14/2022 3:45,3.1,1.19,117.2
430,2/14/2022 4:00,3.1,0.92,118.2
431,2/14/2022 4:15,3.9,0.69,149.8
432,2/14/2022 4:30,3.1,0.46,119.9
433,2/14/2022 4:45,3.1,0.24,120.8
434,2/14/2022 5:00,13.6,0.03,533.5
435,2/14/2022 5:15,3.1,-0.16,122.4
436,2/14/2022 5:30,3.1,-0.37,123.2
437,2/14/2022 5:45,1.2,-0.6,48.1
438,2/14/2022 6:00,3.1,-0.83,125.1
439,2/14/2022 6:15,3.1,-1.01,125.8
440,2/14/2022 6:30,13.7,-1.2,559.7
441,2/14/2022 6:45,1.2,-1.33,49.2
442,2/14/2022 7:00,3.1,-1.47,127.8
443,2/14/2022 7:15,13.7,-1.62,567.6
444,2/14/2022 7:30,3.1,-1.74,129
445,2/14/2022 7:45,3.1,-1.81,129.3
446,2/14/2022 8:00,3.1,-1.89,129.6
447,2/14/2022 8:15,13.7,-1.93,573.6
448,2/14/2022 8:30,1.2,-1.86,50.1
449,2/14/2022 8:45,13.7,-1.73,569.8
450,2/14/2022 9:00,3.1,-1.39,127.5
451,2/14/2022 9:15,3.1,-0.66,124.4
452,2/14/2022 9:30,3.1,0.66,119.2
453,2/14/2022 9:45,13.6,2.23,497.8
454,2/14/2022 10:00,3.1,3.83,108.1
455,2/14/2022 10:15,3.1,5.43,103.1
456,2/14/2022 10:30,13.5,6.88,430.4
457,2/14/2022 10:45,3.1,8.07,95.6
458,2/14/2022 11:00,3.1,9.23,92.6
459,2/14/2022 11:15,1.1,10.46,31.8
460,2/14/2022 11:30,13.4,11.73,374.5
461,2/14/2022 11:45,3,12.81,81.5
462,2/14/2022 12:00,13.4,14.04,353.1
463,2/14/2022 12:15,13.4,15.26,342.6
464,2/14/2022 12:30,3,16.46,74.5
465,2/14/2022 12:45,3,17.3,73
466,2/14/2022 13:00,13.3,17.74,320.4
467,2/14/2022 13:15,3,17.67,72.4
468,2/14/2022 13:30,3,15.57,76.1
469,2/14/2022 13:45,13.4,13.5,358
470,2/14/2022 14:00,13.4,11.81,373.8
471,2/14/2022 14:15,3.8,10.71,109.1
472,2/14/2022 14:30,13.5,9.96,395.5
473,2/14/2022 14:45,3.1,9.48,92
474,2/14/2022 15:00,3.1,9.08,93
475,2/14/2022 15:15,3.8,8.75,115
476,2/14/2022 15:30,3.1,8.49,94.5
477,2/14/2022 15:45,3.1,8.32,95
478,2/14/2022 16:00,3.1,8.23,95.2
479,2/14/2022 16:15,1.1,8.18,33.8
480,2/14/2022 16:30,13.5,8.12,416
481,2/14/2022 16:45,13.5,8.02,417.1
482,2/14/2022 17:00,13.5,8.02,417.1
483,2/14/2022 17:15,3.1,7.94,96
484,2/14/2022 17:30,1.1,7.86,34.1
485,2/14/2022 17:45,13.5,7.73,420.6
486,2/14/2022 18:00,1.1,7.58,34.4
487,2/14/2022 18:15,13.5,7.43,424.1
488,2/14/2022 18:30,3.1,7.2,98
489,2/14/2022 18:45,13.5,6.81,431.7
490,2/14/2022 19:00,3.1,6.34,100.5
491,2/14/2022 19:15,3.1,5.8,102
492,2/14/2022 19:30,1.2,5.3,40.1
493,2/14/2022 19:45,3.9,4.83,132.1
494,2/14/2022 20:00,1.2,4.38,41.2
495,2/14/2022 20:15,1.2,3.98,41.7
496,2/14/2022 20:30,13.6,3.6,477.9
497,2/14/2022 20:45,1.2,3.28,42.6
498,2/14/2022 21:00,3.1,2.96,111.1
499,2/14/2022 21:15,3.1,2.66,112.1
500,2/14/2022 21:30,13.6,2.38,496.1
501,2/14/2022 21:45,13.6,2.21,498.8
502,2/14/2022 22:00,13.6,2.03,501.6
503,2/14/2022 22:15,3.9,1.96,144.2
504,2/14/2022 22:30,3.1,1.9,114.8
505,2/14/2022 22:45,3.1,1.72,115.5
506,2/14/2022 23:00,1.2,1.54,44.9
507,2/14/2022 23:15,13.6,1.3,513.3
508,2/14/2022 23:30,13.6,1.04,517.5
509,2/14/2022 23:45,13.6,0.8,521.5
510,2/15/2022 0:00,13.6,0.7,523.2
511,2/15/2022 0:15,3.1,0.56,119.8
512,2/15/2022 0:30,3.1,0.4,120.4
513,2/15/2022 0:45,13.6,0.26,530.7
514,2/15/2022 1:00,3.1,0.08,121.7
515,2/15/2022 1:15,3.1,-0.15,122.6
516,2/15/2022 1:30,13.6,-0.36,541.5
517,2/15/2022 1:45,3.1,-0.56,124.2
518,2/15/2022 2:00,3.1,-0.73,124.9
519,2/15/2022 2:15,3.1,-0.9,125.6
520,2/15/2022 2:30,1.2,-1.08,48.9
521,2/15/2022 2:45,3.1,-1.25,127.1
522,2/15/2022 3:00,1.2,-1.37,49.4
523,2/15/2022 3:15,13.7,-1.44,565.4
524,2/15/2022 3:30,3.1,-1.57,128.5
525,2/15/2022 3:45,3.1,-1.74,129.2
526,2/15/2022 4:00,3.1,-1.89,129.9
527,2/15/2022 4:15,3.1,-2.07,130.7
528,2/15/2022 4:30,3.1,-2.22,131.3
529,2/15/2022 4:45,1.2,-2.39,51.1
530,2/15/2022 5:00,13.7,-2.52,586.4
531,2/15/2022 5:15,3.1,-2.63,133.2
532,2/15/2022 5:30,13.7,-2.7,590.1
533,2/15/2022 5:45,3.1,-2.77,133.8
534,2/15/2022 6:00,13.7,-2.87,593.5
535,2/15/2022 6:15,3.1,-2.95,134.7
536,2/15/2022 6:30,13.7,-3.04,597
537,2/15/2022 6:45,3.9,-3.09,170.3
538,2/15/2022 7:00,3.1,-3.13,135.5
539,2/15/2022 7:15,3.1,-3.15,135.6
540,2/15/2022 7:30,3.1,-3.15,135.6
541,2/15/2022 7:45,3.1,-3.19,135.8
542,2/15/2022 8:00,3.9,-3.29,171.5
543,2/15/2022 8:15,3.1,-3.33,136.5
544,2/15/2022 8:30,3.1,-3.3,136.3
545,2/15/2022 8:45,3.1,-3.25,136.1
546,2/15/2022 9:00,3.1,-2.98,134.9
547,2/15/2022 9:15,3.9,-2.36,166.1
548,2/15/2022 9:30,3.1,-1.11,126.6
549,2/15/2022 9:45,13.6,0.49,527.3
550,2/15/2022 10:00,3.1,2.13,114.1
551,2/15/2022 10:15,13.6,3.83,475.3
552,2/15/2022 10:30,1.2,5.52,39.9
553,2/15/2022 10:45,3.1,7.2,98.2
554,2/15/2022 11:00,3.1,8.87,93.7
555,2/15/2022 11:15,13.5,10.39,391.8
556,2/15/2022 11:30,3,11.92,83.6
557,2/15/2022 11:45,3,13.28,80.8
558,2/15/2022 12:00,13.4,14.64,348.7
559,2/15/2022 12:15,13.4,16,337.3
560,2/15/2022 12:30,3,17.17,73.4
561,2/15/2022 12:45,13.3,18.11,318.4
562,2/15/2022 13:00,13.3,18.82,313.2
563,2/15/2022 13:15,13.3,18.83,313.1
564,2/15/2022 13:30,3,16.9,73.9
565,2/15/2022 13:45,3.8,14.83,98.4
566,2/15/2022 14:00,3,13.07,81.2
567,2/15/2022 14:15,13.4,11.92,373.7
568,2/15/2022 14:30,3.1,11.09,88.3
569,2/15/2022 14:45,3.1,10.65,89.4
570,2/15/2022 15:00,1.1,10.31,32
571,2/15/2022 15:15,3.1,9.93,91.1
572,2/15/2022 15:30,1.1,9.6,32.6
573,2/15/2022 15:45,3.1,9.3,92.7
574,2/15/2022 16:00,3.1,9.05,93.3
575,2/15/2022 16:15,13.5,8.82,409
576,2/15/2022 16:30,3.1,8.6,94.5
577,2/15/2022 16:45,13.5,8.41,413.7
578,2/15/2022 17:00,3.1,8.26,95.4
579,2/15/2022 17:15,3.1,8.12,95.8
580,2/15/2022 17:30,13.5,7.99,418.6
581,2/15/2022 17:45,3.1,7.87,96.4
582,2/15/2022 18:00,13.5,7.69,422.1
583,2/15/2022 18:15,3.1,7.47,97.5
584,2/15/2022 18:30,3.1,7.22,98.2
585,2/15/2022 18:45,3.9,6.93,124.6
586,2/15/2022 19:00,13.5,6.52,436.4
587,2/15/2022 19:15,3.1,6.09,101.4
588,2/15/2022 19:30,13.5,5.6,448.1
589,2/15/2022 19:45,13.5,5.14,454.2
590,2/15/2022 20:00,13.6,4.76,462.7
591,2/15/2022 20:15,3.1,4.68,105.7
592,2/15/2022 20:30,13.6,4.68,463.9
593,2/15/2022 20:45,13.6,4.55,465.7
594,2/15/2022 21:00,13.6,4.35,468.4
595,2/15/2022 21:15,3.1,4.1,107.6
596,2/15/2022 21:30,3.1,3.87,108.3
597,2/15/2022 21:45,3.1,3.62,109.2
598,2/15/2022 22:00,3.1,3.37,110
599,2/15/2022 22:15,13.6,3.13,486.1
600,2/15/2022 22:30,1.2,2.91,43.2
601,2/15/2022 22:45,3.1,2.64,112.5
602,2/15/2022 23:00,3.1,2.36,113.5
603,2/15/2022 23:15,13.6,2.06,502.4
604,2/15/2022 23:30,13.6,1.81,506.4
605,2/15/2022 23:45,3.1,1.57,116.3
606,2/16/2022 0:00,1.2,1.37,45.3
607,2/16/2022 0:15,3.1,1.15,117.9
608,2/16/2022 0:30,3.1,0.95,118.6
609,2/16/2022 0:45,3.1,0.72,119.5
610,2/16/2022 1:00,3.1,0.49,120.4
611,2/16/2022 1:15,13.6,0.29,531.5
612,2/16/2022 1:30,3.1,0.15,121.7
613,2/16/2022 1:45,3.9,0.1,153.4
614,2/16/2022 2:00,3.1,0.05,122.1
615,2/16/2022 2:15,3.1,-0.04,122.5
616,2/16/2022 2:30,3.1,-0.19,123.1
617,2/16/2022 2:45,1.2,-0.36,47.9
618,2/16/2022 3:00,3.1,-0.52,124.4
619,2/16/2022 3:15,3.1,-0.7,125.2
620,2/16/2022 3:30,3.1,-0.85,125.8
621,2/16/2022 3:45,13.6,-1,554.5
622,2/16/2022 4:00,13.6,-1.12,556.7
623,2/16/2022 4:15,13.7,-1.21,562.5
624,2/16/2022 4:30,13.7,-1.31,564.4
625,2/16/2022 4:45,3.1,-1.38,128
626,2/16/2022 5:00,3.1,-1.47,128.4
627,2/16/2022 5:15,3.1,-1.54,128.7
628,2/16/2022 5:30,13.7,-1.63,570.5
629,2/16/2022 5:45,13.7,-1.71,572.1
630,2/16/2022 6:00,3.1,-1.72,129.5
631,2/16/2022 6:15,3.1,-1.77,129.7
632,2/16/2022 6:30,3.1,-1.82,129.9
633,2/16/2022 6:45,13.7,-1.91,576
634,2/16/2022 7:00,3.1,-1.98,130.6
635,2/16/2022 7:15,3.1,-2.03,130.9
636,2/16/2022 7:30,3.1,-2.08,131.1
637,2/16/2022 7:45,3.1,-2.12,131.3
638,2/16/2022 8:00,3.9,-2.12,165.2
639,2/16/2022 8:15,13.7,-2.11,580
640,2/16/2022 8:30,3.1,-2.01,130.8
641,2/16/2022 8:45,3.9,-1.83,163.6
642,2/16/2022 9:00,3.1,-1.49,128.5
643,2/16/2022 9:15,3.1,-0.76,125.5
644,2/16/2022 9:30,1.2,0.75,46.3
645,2/16/2022 9:45,1.2,2.73,43.5
646,2/16/2022 10:00,13.6,4.69,464.4
647,2/16/2022 10:15,3.1,6.73,99.8
648,2/16/2022 10:30,3.1,8.84,94
649,2/16/2022 10:45,3.1,10.92,88.9
650,2/16/2022 11:00,3,12.99,81.6
651,2/16/2022 11:15,3,14.91,77.7
652,2/16/2022 11:30,13.4,16.77,331.9
653,2/16/2022 11:45,13.3,18.47,316.5
654,2/16/2022 12:00,3.8,20,87.3
655,2/16/2022 12:15,3.8,21.28,84.8
656,2/16/2022 12:30,13.3,22.52,288.9
657,2/16/2022 12:45,13.2,23.68,279.6
658,2/16/2022 13:00,13.2,24.7,273.6
659,2/16/2022 13:15,13.2,24.84,272.8
660,2/16/2022 13:30,3,23.06,64.4
661,2/16/2022 13:45,3.8,21.27,84.9
662,2/16/2022 14:00,1.1,20.03,25.3
663,2/16/2022 14:15,3.8,19.14,89.1
664,2/16/2022 14:30,3,18.54,71.3
665,2/16/2022 14:45,13.3,18.24,318.3
666,2/16/2022 15:00,13.3,17.96,320.4
667,2/16/2022 15:15,3,17.52,73
668,2/16/2022 15:30,3,17.15,73.7
669,2/16/2022 15:45,13.4,16.92,330.9
670,2/16/2022 16:00,3,16.62,74.6
671,2/16/2022 16:15,3,16.6,74.6
672,2/16/2022 16:30,3.8,17.02,93.6
673,2/16/2022 16:45,1.1,17.18,27
674,2/16/2022 17:00,3,17.1,73.8
675,2/16/2022 17:15,3.8,17.02,93.6
676,2/16/2022 17:30,13.3,16.97,328.1
677,2/16/2022 17:45,3.8,16.82,94.1
678,2/16/2022 18:00,3,16.66,74.6
679,2/16/2022 18:15,13.4,16.46,334.6
680,2/16/2022 18:30,3,16.1,75.6
681,2/16/2022 18:45,3,15.81,76.1
682,2/16/2022 19:00,13.4,15.35,343.8
683,2/16/2022 19:15,3,14.94,77.7
684,2/16/2022 19:30,13.4,14.56,350.6
685,2/16/2022 19:45,13.4,14.14,354.3
686,2/16/2022 20:00,3,13.65,80.3
687,2/16/2022 20:15,13.4,13.28,362
688,2/16/2022 20:30,3,13.01,81.6
689,2/16/2022 20:45,13.4,12.87,365.8
690,2/16/2022 21:00,13.4,12.49,369.4
691,2/16/2022 21:15,1.1,12.02,30.7
692,2/16/2022 21:30,13.4,11.55,378.5
693,2/16/2022 21:45,13.4,11.2,382
694,2/16/2022 22:00,3.1,10.99,88.9
695,2/16/2022 22:15,1.1,10.7,31.8
696,2/16/2022 22:30,3.1,10.44,90.2
697,2/16/2022 22:45,1.1,10.16,32.2
698,2/16/2022 23:00,3.1,9.88,91.6
699,2/16/2022 23:15,13.5,9.56,402.2
700,2/16/2022 23:30,1.1,9.25,33
701,2/16/2022 23:45,3.1,9,93.8
702,2/17/2022 0:00,13.5,8.77,410.9
703,2/17/2022 0:15,13.5,8.59,413
704,2/17/2022 0:30,3.1,8.46,95.2
705,2/17/2022 0:45,3.1,8.32,95.5
706,2/17/2022 1:00,1.1,8.22,34
707,2/17/2022 1:15,3.1,8.22,95.8
708,2/17/2022 1:30,3.1,8.18,95.9
709,2/17/2022 1:45,13.5,8.07,419
710,2/17/2022 2:00,3.8,7.92,118.4
711,2/17/2022 2:15,3.1,7.74,97.1
712,2/17/2022 2:30,3.1,7.62,97.4
713,2/17/2022 2:45,3.8,7.73,119.1
714,2/17/2022 3:00,13.5,7.93,420.7
715,2/17/2022 3:15,3.1,8.13,96.1
716,2/17/2022 3:30,1.1,8.31,33.9
717,2/17/2022 3:45,3.1,8.39,95.4
718,2/17/2022 4:00,3.1,8.41,95.3
719,2/17/2022 4:15,13.5,8.36,415.8
720,2/17/2022 4:30,1.1,8.16,34.1
721,2/17/2022 4:45,3.1,7.89,96.7
722,2/17/2022 5:00,13.5,7.66,424
